OPTIONS	20	
VEHICULES	996	
		
RATIO	POIDS	NOM
2 3	10	HPRC1
1 10	10	HPRC2
2 3	10	HPRC3
1 4	10	HPRC4
1 3	10	HPRC5
2 3	10	HPRC6
1 28	1	LPRC1
1 18	1	LPRC2
1 9	1	LPRC3
1 6	1	LPRC4
1 20	1	LPRC5
1 2	1	LPRC6
1 3	1	LPRC7
5 8	1	LPRC8
1 20	1	LPRC9
1 3	1	LPRC10
2 3	1	LPRC11
1 7	1	LPRC12
1 76	1	LPRC13
17 30	1	LPRC14

VEHICULE	HPRC1	HPRC2	HPRC3	HPRC4	HPRC5	HPRC6	LPRC1	LPRC2	LPRC3	LPRC4	LPRC5	LPRC6	LPRC7	LPRC8	LPRC9	LPRC10	LPRC11	LPRC12	LPRC13	LPRC14
961	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
962	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
963	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
964	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
965	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
966	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
967	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
968	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0
969	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
970	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
971	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
972	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
973	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
974	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
975	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
976	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
977	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
978	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0
979	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
980	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
981	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
982	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
983	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0
984	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
985	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
986	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
987	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
988	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
989	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
990	0	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0
991	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
992	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
993	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
994	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
995	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0
996	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
